pseudoid,group,session,category,wordcode,language,stimulus,meaning,value,response,grade
19880218PTFR,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19880701PTCR,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19890126ARPS,EB,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19890321POCC,EB,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19890429RSPO,EB,matlab,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19890517AGRG,EB,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19891130ARMR,SC,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19891214ATBS,EB,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19900126MRTV,SC,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19900609ANDL,EB,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19901209MRLC,SC,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19910714AGLO,EB,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19910811ARBL,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19911015RTFA,EB,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19920128SMBT,EB,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19920717LOMN,SC,matlab,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19921108GBCC,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19921118GOFT,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19930318ANMS,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19930322ATBA,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19940921BRFL,SC,matlab,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19960222ANGL,EB,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,slow,0
19961014GOPA,SC,gorilla,6,rm1nu120,romanian,fulgerator,fast,good,fast,1
19640823GUBG,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19661130POST,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19670526ILPN,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19670618TSNL,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19680710MDNC,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19690929DADI,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19720428VLML,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19720829RNGA,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19730317NDGA,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19790108PTCC,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19810605PTCN,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19810729MRBR,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19810809SLCS,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19811112MRLM,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19820723CICS,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19830606MRZN,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19850724IDCV,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19851030GBGL,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19860126GOAR,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19861002MLCP,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19861221LIMZ,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19870129LCMR,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19870513RNGA,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19880218PTFR,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19880701PTCR,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19890126ARPS,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19890321POCC,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19890429RSPO,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19890517AGRG,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19891130ARMR,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19891214ATBS,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19900126MRTV,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19900609ANDL,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19901209MRLC,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19910714AGLO,EB,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19910811ARBL,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19911015RTFA,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19920128SMBT,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19920717LOMN,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19921108GBCC,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,slow,0
19921118GOFT,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19930318ANMS,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19930322ATBA,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19940921BRFL,SC,matlab,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19960222ANGL,EB,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19961014GOPA,SC,gorilla,6,rm1nu125,romanian,sprinten,fast,good,fast,1
19640823GUBG,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19661130POST,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19670526ILPN,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19670618TSNL,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19680710MDNC,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19690929DADI,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19720428VLML,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19720829RNGA,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19730317NDGA,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19790108PTCC,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19810605PTCN,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19810729MRBR,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19810809SLCS,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19811112MRLM,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19820723CICS,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19830606MRZN,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19850724IDCV,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19851030GBGL,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19860126GOAR,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19861002MLCP,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19861221LIMZ,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19870129LCMR,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19870513RNGA,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19880218PTFR,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19880701PTCR,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19890126ARPS,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19890321POCC,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19890429RSPO,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19890517AGRG,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19891130ARMR,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19891214ATBS,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19900126MRTV,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19900609ANDL,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19901209MRLC,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19910714AGLO,EB,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19910811ARBL,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19911015RTFA,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19920128SMBT,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19920717LOMN,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19921108GBCC,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19921118GOFT,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19930318ANMS,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19930322ATBA,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19940921BRFL,SC,matlab,6,tamf1nu78,tamil,acaru,slow,goodop,fast,1
19960222ANGL,EB,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19961014GOPA,SC,gorilla,6,tamf1nu78,tamil,acaru,slow,goodop,slow,0
19640823GUBG,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19661130POST,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19670526ILPN,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19670618TSNL,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19680710MDNC,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19690929DADI,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19720428VLML,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19720829RNGA,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19730317NDGA,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19790108PTCC,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19810605PTCN,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19810729MRBR,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19810809SLCS,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19811112MRLM,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19820723CICS,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19830606MRZN,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19850724IDCV,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19851030GBGL,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19860126GOAR,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19861002MLCP,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19861221LIMZ,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19870129LCMR,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19870513RNGA,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19880218PTFR,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19880701PTCR,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19890126ARPS,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19890321POCC,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19890429RSPO,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19890517AGRG,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19891130ARMR,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19891214ATBS,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19900126MRTV,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19900609ANDL,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19901209MRLC,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19910714AGLO,EB,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19910811ARBL,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19911015RTFA,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19920128SMBT,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19920717LOMN,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19921108GBCC,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19921118GOFT,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19930318ANMS,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19930322ATBA,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,slow,1
19940921BRFL,SC,matlab,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19960222ANGL,EB,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19961014GOPA,SC,gorilla,6,tamf1nu79,tamil,avegam,slow,good,fast,0
19640823GUBG,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19661130POST,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19670526ILPN,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19670618TSNL,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19680710MDNC,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19690929DADI,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19720428VLML,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19720829RNGA,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19730317NDGA,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19790108PTCC,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19810605PTCN,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19810729MRBR,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19810809SLCS,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19811112MRLM,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19820723CICS,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19830606MRZN,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19850724IDCV,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19851030GBGL,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19860126GOAR,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19861002MLCP,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19861221LIMZ,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19870129LCMR,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19870513RNGA,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19880218PTFR,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19880701PTCR,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19890126ARPS,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19890321POCC,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19890429RSPO,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19890517AGRG,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19891130ARMR,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19891214ATBS,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19900126MRTV,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19900609ANDL,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19901209MRLC,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19910714AGLO,EB,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19910811ARBL,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19911015RTFA,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19920128SMBT,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19920717LOMN,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19921108GBCC,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19921118GOFT,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19930318ANMS,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19930322ATBA,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,fast,1
19940921BRFL,SC,matlab,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19960222ANGL,EB,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19961014GOPA,SC,gorilla,6,tamf1nu82,tamil,thamathamaka,slow,goodop,slow,0
19640823GUBG,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19661130POST,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19670526ILPN,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19670618TSNL,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19680710MDNC,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19690929DADI,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19720428VLML,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19720829RNGA,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19730317NDGA,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19790108PTCC,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19810605PTCN,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19810729MRBR,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19810809SLCS,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19811112MRLM,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19820723CICS,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19830606MRZN,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19850724IDCV,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19851030GBGL,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19860126GOAR,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19861002MLCP,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19861221LIMZ,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19870129LCMR,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19870513RNGA,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19880218PTFR,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19880701PTCR,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19890126ARPS,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19890321POCC,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19890429RSPO,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19890517AGRG,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19891130ARMR,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19891214ATBS,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19900126MRTV,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19900609ANDL,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19901209MRLC,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19910714AGLO,EB,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19910811ARBL,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19911015RTFA,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19920128SMBT,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19920717LOMN,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19921108GBCC,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19921118GOFT,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19930318ANMS,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19930322ATBA,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19940921BRFL,SC,matlab,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19960222ANGL,EB,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,slow,0
19961014GOPA,SC,gorilla,6,tamf1nu85,tamil,athiteeveram,fast,good,fast,1
19640823GUBG,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19661130POST,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19670526ILPN,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19670618TSNL,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19680710MDNC,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19690929DADI,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19720428VLML,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19720829RNGA,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19730317NDGA,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19790108PTCC,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19810605PTCN,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19810729MRBR,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19810809SLCS,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19811112MRLM,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19820723CICS,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19830606MRZN,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19850724IDCV,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19851030GBGL,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19860126GOAR,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19861002MLCP,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19861221LIMZ,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19870129LCMR,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19870513RNGA,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19880218PTFR,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19880701PTCR,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19890126ARPS,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19890321POCC,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19890429RSPO,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19890517AGRG,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19891130ARMR,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19891214ATBS,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19900126MRTV,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19900609ANDL,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19901209MRLC,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19910714AGLO,EB,matlab,6,tamf1nu86,tamil,veraivu,fast,good,slow,0
19910811ARBL,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19911015RTFA,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19920128SMBT,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19920717LOMN,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19921108GBCC,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19921118GOFT,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19930318ANMS,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19930322ATBA,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19940921BRFL,SC,matlab,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19960222ANGL,EB,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19961014GOPA,SC,gorilla,6,tamf1nu86,tamil,veraivu,fast,good,fast,1
19640823GUBG,EB,matlab,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19661130POST,SC,matlab,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19670526ILPN,SC,matlab,6,tamf1nu87,tamil,aasu,fast,good,slow,0
19670618TSNL,SC,gorilla,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19680710MDNC,EB,gorilla,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19690929DADI,EB,gorilla,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19720428VLML,EB,gorilla,6,tamf1nu87,tamil,aasu,fast,good,slow,0
19720829RNGA,EB,matlab,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19730317NDGA,SC,gorilla,6,tamf1nu87,tamil,aasu,fast,good,fast,1
19790108PTCC,EB,matlab,6,tamf1nu87,tamil,aasu,fast,good,slow,0
